is_race_on,timestamp_ms,engine_max_rpm,engine_idle_rpm,current_engine_rpm,acceleration_x,acceleration_y,acceleration_z,velocity_x,velocity_y,velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,yaw,pitch,roll,norm_suspension_travel_FL,norm_suspension_travel_FR,norm_suspension_travel_RL,norm_suspension_travel_RR,tire_slip_ratio_FL,tire_slip_ratio_FR,tire_slip_ratio_RL,tire_slip_ratio_RR,wheel_rotation_speed_FL,wheel_rotation_speed_FR,wheel_rotation_speed_RL,wheel_rotation_speed_RR,wheel_on_rumble_strip_FL,wheel_on_rumble_strip_FR,wheel_on_rumble_strip_RL,wheel_on_rumble_strip_RR,wheel_in_puddle_FL,wheel_in_puddle_FR,wheel_in_puddle_RL,wheel_in_puddle_RR,surface_rumble_FL,surface_rumble_FR,surface_rumble_RL,surface_rumble_RR,tire_slip_angle_FL,tire_slip_angle_FR,tire_slip_angle_RL,tire_slip_angle_RR,tire_combined_slip_FL,tire_combined_slip_FR,tire_combined_slip_RL,tire_combined_slip_RR,suspension_travel_meters_FL,suspension_travel_meters_FR,suspension_travel_meters_RL,suspension_travel_meters_RR,car_ordinal,car_class,car_performance_index,drivetrain_type,num_cylinders,position_x,position_y,position_z,speed,power,torque,tire_temp_FL,tire_temp_FR,tire_temp_RL,tire_temp_RR,boost,fuel,dist_traveled,best_lap_time,last_lap_time,cur_lap_time,cur_race_time,lap_no,race_pos,accel,brake,clutch,handbrake,gear,steer,norm_driving_line,norm_ai_brake_diff 
1,926062,9999.9951171875,849.6089477539062,6728.47607421875,6.84646463394165,-0.3396925628185272,-2.9006125926971436,-0.6871547698974609,0.012445278465747833,58.20135498046875,0.02238130196928978,0.10272734612226486,0.008240576833486557,1.319881796836853,-0.015008799731731415,0.005621545948088169,0.5874160528182983,0.5334232449531555,0.5655515789985657,0.5206888914108276,-0.013535180129110813,-0.018502311781048775,-0.02046450413763523,-0.025017062202095985,176.13186645507812,175.5142059326172,163.59393310546875,163.0355987548828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09332689642906189,0.09802652895450592,0.12250079959630966,0.13018091022968292,0.09430329501628876,0.09975738078355789,0.12419839948415756,0.13256290555000305,0.010154545307159424,0.006248820573091507,0.009947344660758972,0.006843995302915573,2616,4,884,2,12,-6467.75732421875,114.35160827636719,-2203.823486328125,58.205406188964844,-172182.140625,-244.33901977539062,170.96315002441406,180.04727172851562,181.07095336914062,181.07095336914062,-14.699999809265137,1.0,0.0,0.0,0.0,0.0,407.4693908691406,0,0,0,0,0,0,5,0,0,0
1,926109,9999.9951171875,849.6089477539062,6715.0556640625,6.27751350402832,-0.4705076217651367,-3.967796564102173,-0.6400938034057617,0.014658689498901367,58.08034133911133,-0.004150380380451679,0.0825968086719513,0.005615864880383015,1.3234378099441528,-0.01459607295691967,0.005816169083118439,0.5802802443504333,0.5151499509811401,0.5486513376235962,0.4946901202201843,-0.012181597761809826,-0.015198638662695885,-0.022055286914110184,-0.02757134474813938,175.75131225585938,175.2672576904297,163.20816040039062,162.73573303222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0898732990026474,0.09140079468488693,0.11312296986579895,0.1200466975569725,0.0906950980424881,0.09265583753585815,0.11525294929742813,0.12317218631505966,0.009638357907533646,0.0049269720911979675,0.008778281509876251,0.005045555531978607,2616,4,884,2,12,-6465.56689453125,114.38543701171875,-2203.23974609375,58.08386993408203,-171432.71875,-243.77081298828125,170.93368530273438,179.9922332763672,181.05197143554688,181.05197143554688,-14.699999809265137,1.0,0.0,0.0,0.0,0.0,407.5083923339844,0,0,0,0,0,0,5,0,0,0
1,926140,9999.9951171875,849.6089477539062,6703.38671875,4.513476848602295,0.005361217074096203,-3.1551785469055176,-0.6796579360961914,0.002476714551448822,57.958438873291016,-0.013800619170069695,0.026832502335309982,-0.012288068421185017,1.325576901435852,-0.015147306956350803,0.005441464018076658,0.5865060687065125,0.518251895904541,0.5337024331092834,0.47463512420654297,-0.01371379941701889,-0.01577667146921158,-0.0186786912381649,-0.020699413493275642,175.23545837402344,175.0604705810547,162.79493713378906,162.6345672607422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009576946496963501,-0.01030157320201397,0.09066931158304214,0.09266790747642517,0.016726810485124588,0.018842127174139023,0.09257331490516663,0.09495159983634949,0.010088719427585602,0.005151357501745224,0.007744200527667999,0.0036582648754119873,2616,4,884,2,12,-6463.384765625,114.41912841796875,-2202.665283203125,57.962425231933594,-170849.390625,-243.34632873535156,170.9046173095703,179.94143676757812,181.0293426513672,181.0293426513672,-14.699999809265137,1.0,0.0,0.0,0.0,0.0,407.54730224609375,0,0,0,0,0,0,5,-4,0,0
1,926171,9999.9951171875,849.6089477539062,6687.67236328125,2.861771583557129,-0.07895664870738983,-3.911438465118408,-0.6230926513671875,0.005165576934814453,57.84166717529297,0.02305695228278637,-0.024345507845282555,-0.020223570987582207,1.325600266456604,-0.014970271848142147,0.004944968037307262,0.5729082226753235,0.5018978714942932,0.532355546951294,0.4763144850730896,-0.016271021217107773,-0.019036630168557167,-0.019331131130456924,-0.021069614216685295,174.6549530029297,174.74261474609375,162.30819702148438,162.39398193359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15742836892604828,-0.15400825440883636,0.052788056433200836,0.053240712732076645,0.15826699137687683,0.15518033504486084,0.0562162920832634,0.057258203625679016,0.009105078876018524,0.003968343138694763,0.007651031017303467,0.003774430602788925,2616,4,884,2,12,-6461.22314453125,114.4529800415039,-2202.09912109375,57.84502029418945,-170004.546875,-242.70748901367188,170.85986328125,179.878662109375,181.0079345703125,181.0079345703125,-14.699999809265137,1.0,0.0,0.0,0.0,0.0,407.5859069824219,0,0,0,0,0,0,5,-43,0,0
1,926218,9999.9951171875,849.6089477539062,6671.8232421875,-0.020024001598358154,-0.8252439498901367,-1.9948934316635132,-0.5934104919433594,0.016290655359625816,57.72559356689453,0.027768319472670555,-0.09565214067697525,-0.0327078178524971,1.32326340675354,-0.013767978176474571,0.003912272863090038,0.5574672222137451,0.4883803427219391,0.518798828125,0.46881967782974243,-0.015819916501641273,-0.016576319932937622,-0.02590128220617771,-0.026259170845150948,174.10235595703125,174.5992431640625,161.71434020996094,162.1574249267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22480471432209015,-0.21534810960292816,0.025243869051337242,0.025780847296118736,0.2253606617450714,0.21598514914512634,0.03616807237267494,0.03679940477013588,0.007988110184669495,0.002990514039993286,0.006713252514600754,0.003255985677242279,2616,4,884,2,12,-6459.08837890625,114.48499298095703,-2201.53857421875,57.72864532470703,-169116.875,-242.02566528320312,170.83352661132812,179.83714294433594,180.97015380859375,180.97015380859375,-14.699999809265137,1.0,0.0,0.0,0.0,0.0,407.6241149902344,0,0,0,0,0,0,5,-50,0,0
1,926250,9999.9951171875,849.6089477539062,6660.76025390625,-2.4245920181274414,-0.7104597091674805,-3.614097833633423,-0.4768333435058594,0.008986012078821659,57.60746765136719,-0.0135928550735116,-0.17584972083568573,-0.04028710722923279,1.3180423974990845,-0.013488604687154293,0.0025346651673316956,0.5633649230003357,0.5185661911964417,0.5061911344528198,0.45840930938720703,-0.013350334949791431,-0.01337202824652195,-0.024074632674455643,-0.02412089705467224,173.5940704345703,174.52896118164062,161.25254821777344,162.08233642578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23476123809814453,-0.2234800010919571,-0.011034313589334488,-0.009296507574617863,0.23514053225517273,0.22387969493865967,0.026482900604605675,0.025850391015410423,0.00841473788022995,0.005174092948436737,0.0058411285281181335,0.0025358572602272034,2616,4,884,2,12,-6456.98193359375,114.51480865478516,-2200.979248046875,57.609439849853516,-168492.234375,-241.54034423828125,170.82412719726562,179.81765747070312,180.92117309570312,180.92117309570312,-14.699999809265137,1.0,0.0,0.0,0.0,0.0,407.66192626953125,0,0,0,0,0,0,5,-53,0,0
1,926296,9999.9951171875,849.6089477539062,6650.62158203125,-4.573099613189697,0.5185421705245972,-4.081202507019043,-0.22104835510253906,0.002800915390253067,57.489173889160156,-0.04707100987434387,-0.2363680750131607,-0.03196002542972565,1.3100762367248535,-0.014740405604243279,0.001252932590432465,0.5900676846504211,0.5765678882598877,0.5031580924987793,0.47889646887779236,-0.012252415530383587,-0.011586341075599194,-0.018104519695043564,-0.019795751199126244,173.14013671875,174.40965270996094,160.88243103027344,161.98028564453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14753668010234833,-0.1430680751800537,-0.04342861846089363,-0.04136328399181366,0.14804457128047943,0.14353646337985992,0.04705123230814934,0.04585621878504753,0.010346360504627228,0.009369812905788422,0.0056313201785087585,0.003953035920858383,2616,4,884,2,12,-6454.8984375,114.54529571533203,-2200.418212890625,57.489601135253906,-167948.953125,-241.12503051757812,170.81884765625,179.80706787109375,180.8779296875,180.8779296875,-14.699999809265137,1.0,0.0,0.0,0.0,0.0,407.6994323730469,0,0,0,0,0,0,5,-37,0,0
1,926328,9999.9951171875,849.6089477539062,6638.26025390625,-3.3946876525878906,1.735605001449585,-3.1068739891052246,0.1950817108154297,0.0031614042818546295,57.373985290527344,-0.0509502999484539,-0.20874746143817902,-0.004396853968501091,1.3015519380569458,-0.0166495181620121,0.0008427927386946976,0.6026009321212769,0.6118514537811279,0.5255789756774902,0.5200124979019165,-0.012832432053983212,-0.011637164279818535,-0.01640494540333748,-0.017803292721509933,172.86715698242188,174.00511169433594,160.64927673339844,161.6278839111328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02820676565170288,0.024413494393229485,-0.06366575509309769,-0.062361638993024826,0.03098859265446663,0.02704518847167492,0.06574534624814987,0.06485314667224884,0.011252988129854202,0.01192215085029602,0.007182266563177109,0.00679720938205719,2616,4,884,2,12,-6452.8427734375,114.57896423339844,-2199.859375,57.37430953979492,-167282.671875,-240.61474609375,170.79388427734375,179.77346801757812,180.84820556640625,180.84820556640625,-14.699999809265137,1.0,0.0,0.0,0.0,0.0,407.7365417480469,0,0,0,0,0,0,5,0,0,0
1,926359,9999.9951171875,849.6089477539062,6623.94091796875,-2.925762176513672,2.0883798599243164,-1.8115606307983398,0.4299793243408203,0.004417538642883301,57.26021194458008,-0.0284781064838171,-0.16269586980342865,-0.011054949834942818,1.2948311567306519,-0.01812441647052765,0.0006765509024262428,0.587771475315094,0.6154176592826843,0.5456611514091492,0.5512084364891052,-0.015447214245796204,-0.012545493431389332,-0.01750817336142063,-0.017249856144189835,172.59283447265625,173.50624084472656,160.40576171875,161.187744140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030321355909109116,-0.030628036707639694,-0.09405113011598587,-0.09060048311948776,0.03402941673994064,0.033097825944423676,0.09566687792539597,0.092228002846241,0.010180257260799408,0.01218012347817421,0.008571434766054153,0.008955162018537521,2616,4,884,2,12,-6450.81982421875,114.61583709716797,-2199.3056640625,57.26182174682617,-166506.921875,-240.017822265625,170.75340270996094,179.72100830078125,180.8291015625,180.8291015625,-14.699999809265137,1.0,0.0,0.0,0.0,0.0,407.77313232421875,0,0,0,0,0,0,5,0,0,0
1,926390,9999.9951171875,849.6089477539062,6608.69140625,-4.776105880737305,1.4340531826019287,-2.699220895767212,0.52471923828125,0.0029925256967544556,57.14866638183594,0.0022568805143237114,-0.12392611801624298,-0.010817315429449081,1.2896877527236938,-0.01858341693878174,0.0003512645489536226,0.553584635257721,0.5966516733169556,0.5389799475669861,0.5623104572296143,-0.019180281087756157,-0.014779523015022278,-0.020501013845205307,-0.018350688740611076,172.28125,173.0071563720703,160.11810302734375,160.74143981933594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06339254975318909,-0.06038961932063103,-0.10604081302881241,-0.10082729905843735,0.0662306472659111,0.06217186152935028,0.1080043762922287,0.10248361527919769,0.007707253098487854,0.010822631418704987,0.00810927152633667,0.009723138064146042,2616,4,884,2,12,-6448.8134765625,114.65447235107422,-2198.749755859375,57.15107345581055,-165686.1875,-239.38560485839844,170.70925903320312,179.66798400878906,180.81004333496094,180.81004333496094,-14.699999809265137,1.0,0.0,0.0,0.0,0.0,407.8095397949219,0,0,0,0,0,0,5,0,0,0
1,926437,9999.9951171875,849.6089477539062,6593.041015625,-5.044585227966309,0.06756433844566345,-4.661261558532715,0.5481119155883789,0.0021058768033981323,57.04021072387695,0.04484612122178078,-0.09118255972862244,-0.00979600939899683,1.2858474254608154,-0.017672840505838394,4.370510214357637e-05,0.5265741944313049,0.5705736875534058,0.5120095014572144,0.5543808341026306,-0.02363749034702778,-0.017764942720532417,-0.023848462849855423,-0.020295605063438416,171.9471435546875,172.51589965820312,159.8078155517578,160.29539489746094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08108189702033997,-0.07574190199375153,-0.10706986486911774,-0.10194560140371323,0.08445712178945541,0.07779736071825027,0.10969369113445282,0.10394622385501862,0.005753375589847565,0.008936204016208649,0.00624360516667366,0.009174611419439316,2616,4,884,2,12,-6446.81884765625,114.69225311279297,-2198.189697265625,57.0428352355957,-164843.046875,-238.73391723632812,170.6631622314453,179.6125946044922,180.78546142578125,180.78546142578125,-14.699999809265137,1.0,0.0,0.0,0.0,0.0,407.8458251953125,0,0,0,0,0,0,5,0,0,0
1,926468,9999.9951171875,849.6089477539062,6578.65673828125,-6.246295928955078,-1.2131609916687012,-3.1222286224365234,0.5364179611206055,0.017483718693256378,56.93381881713867,0.044309332966804504,-0.07249151170253754,-0.007416946347802877,1.2829771041870117,-0.015818512067198753,-0.00021159788593649864,0.5010970234870911,0.5459632277488708,0.4903365969657898,0.5358189344406128,-0.017442643642425537,-0.014014624990522861,-0.03160935267806053,-0.02667693980038166,171.76919555664062,172.20187377929688,159.43350219726562,159.85165405273438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0796041190624237,-0.07676497846841812,-0.10673631727695465,-0.1020350456237793,0.08149270713329315,0.07803378999233246,0.1113184317946434,0.10546473413705826,0.003910413011908531,0.00715593621134758,0.004744403064250946,0.007890608161687851,2616,4,884,2,12,-6444.84033203125,114.72692108154297,-2197.627197265625,56.93635177612305,-164074.453125,-238.12498474121094,170.61904907226562,179.55880737304688,180.75315856933594,180.75315856933594,-14.699999809265137,1.0,0.0,0.0,0.0,0.0,407.8819274902344,0,0,0,0,0,0,5,0,0,0
